review_text,fake_prob,cleaned,word_count,is_short,is_non_english,raw_fake_prob,cal_fake_prob,label_current_app.py,label_youden's_j,label_cost-sensitive,label_natural_valley,label_percentile,label_conservative,label_recommended,label_strict
👍 good quality and work really well,0.4131530523300171,👍 good quality and work really well,7,False,True,3.554882641765289e-05,0.00025386889625093103,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Quality is amazing but the grip rubber lose after 1 year old use , I use max tightness ever set",0.8331183791160583,"Quality is amazing but the grip rubber lose after 1 year old use , I use max tightness ever set",20,False,False,1.8706505215959623e-05,0.00015112243256072116,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
grip is not that good but at this price this is what you'll get.,0.6922229528427124,grip is not that good but at this price this is what you'll get.,14,False,False,5.0958693464053795e-05,0.0003395907552357647,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Gets rusty after a while but great interms of price,0.7361261248588562,Gets rusty after a while but great interms of price,10,False,False,0.0001084249306586571,0.0006249287817613829,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Nice 👍 and very good Product I loved it 😊👍A,0.0004997114883735,Nice 👍 and very good Product I loved it 😊👍A,10,False,True,0.0005799932987429202,0.002419556422320302,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
My father is using for his finger stiffness and pain problems. He find it useful and effective. He is using it daily and now the movement of fingers is better than before also there is a relief in pain.,0.9892882108688354,My father is using for his finger stiffness and pain problems. He find it useful and effective. He is using it daily and now the movement of fingers is better than before also there is a relief in pain.,39,False,False,9.098226655623876e-06,8.441045291251992e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
It is very good. But don't buy the colour blue and orange .its not matched as per given images . Black is best.,0.7217150330543518,It is very good. But don't buy the colour blue and orange .its not matched as per given images . Black is best.,23,False,False,1.5529156371485442e-05,0.0001300193104707772,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Ok product at this cost,0.448761522769928,Ok product at this cost,5,False,False,0.02245650626718998,0.04524932207209505,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Make your hands boom go crazy quality is also good,0.969816267490387,Make your hands boom go crazy quality is also good,10,False,False,0.00011674488632706925,0.0006633812188765656,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
Good product to use for daily exercise. And most effective and value for money. Absolutely cool way of working out,0.9827535152435304,Good product to use for daily exercise. And most effective and value for money. Absolutely cool way of working out,20,False,False,1.4858320355415344e-05,0.00012546197256103312,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
"Using it for the past 1 month now. Here's my not so short review- Built quality- It is heavy and properly built. The plastic is not of super high quality but I won't complaint considering the price. And no, it's not cheap plastic either. The pads on the ends are solid and won't scratch or skid off. Functionality- You just have to put it in place, check the levels and tighten it. The more tight you put it, the better the stability is. Remember, wooden door frames could crack if too much pressure is applied so I would recommend to either put it on walls or metal door frame. The weight bearing capacity is inversely proportional to the lenght of the bar when extended. I weigh almost 80kgs and have extended the bar to about 1 meter and it is super stable and easily takes my weight. The end pads are made of some kind of plastic/resin and have criss-cross groves that firmly holds the surface. You install/remove it with within minutes, so in exercises like Pull-ups, incline/declie pushups, resistant band exercises etc. Overall full marks for stability and functionality. If you have properly installed it, and kept in mind the length to weight ratio, there's no way you would fall-off. Price- I got it during the sale for 800₹ and I think it's bang for the buck. The kind if quality and finish this product has is usually offered at above 1200-1400₹. So totally worth it. Only con- The foam like thing is super-soft so you might not like the grip in the long-term if you intend to do chin-ups or close-grip pull-ups. And yeah, I do wide arms pull-ups on this, and my hands grip on the metal bar and not the foam portion. Even with the cons- I would strongly recommended this for its price, quality and functionality.",0.5489586591720581,"Using it for the past 1 month now. Here's my not so short review- Built quality- It is heavy and properly built. The plastic is not of super high quality but I won't complaint considering the price. And no, it's not cheap plastic either. The pads on the ends are solid and won't scratch or skid off. Functionality- You just have to put it in place, check the levels and tighten it. The more tight you put it, the better the stability is. Remember, wooden door frames could crack if too much pressure is applied so I would recommend to either put it on walls or metal door frame. The weight bearing capacity is inversely proportional to the lenght of the bar when extended. I weigh almost 80kgs and have extended the bar to about 1 meter and it is super stable and easily takes my weight. The end pads are made of some kind of plastic/resin and have criss-cross groves that firmly holds the surface. You install/remove it with within minutes, so in exercises like Pull-ups, incline/declie pushups, resistant band exercises etc. Overall full marks for stability and functionality. If you have properly installed it, and kept in mind the length to weight ratio, there's no way you would fall-off. Price- I got it during the sale for 800₹ and I think it's bang for the buck. The kind if quality and finish this product has is usually offered at above 1200-1400₹. So totally worth it. Only con- The foam like thing is super-soft so you might not like the grip in the long-term if you intend to do chin-ups or close-grip pull-ups. And yeah, I do wide arms pull-ups on this, and my hands grip on the metal bar and not the foam portion. Even with the cons- I would strongly recommended this for its price, quality and functionality.",311,False,True,5.429581960925134e-06,5.5621605524641836e-05,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine,Genuine
